1 1 5 17 16 2179 123 0 M1 6 0 6 A41 A44 1
2 2 5 17 16 2179 123 0 M2 6 0 6 A41 A44 1
3 3 5 17 16 2179 123 0 M3 6 0 6 A41 A43 1
4 4 5 17 16 2179 123 0 M4 6 0 6 A41 A42 1
5 5 5 17 16 2179 123 0 M5 6 0 6 A41 A42 1
6 6 5 17 16 2179 123 0 M6 6 0 6 A41 A42 1
7 7 5 17 16 2179 123 0 M7 6 0 6 A41 A42 1
8 8 5 17 16 2179 123 0 M8 6 0 6 A41 A42 1
9 9 5 17 16 2179 123 0 M9 6 0 6 A41 A42 1
10 10 5 17 16 2179 123 0 M10 6 0 6 A41 A42 1
11 11 5 17 16 2179 123 0 M11 6 0 6 A41 A42 1
12 12 5 17 16 2179 123 0 M12 6 0 6 A41 A42 1
13 13 5 17 16 2179 123 0 M13 6 0 6 A42 A44 1
14 14 5 17 16 2179 123 0 M14 6 0 6 A42 A43 1
15 15 5 17 16 2179 123 0 M15 6 0 6 A42 A44 1
16 16 5 17 16 2179 123 0 M16 6 0 6 A42 A41 1
17 17 5 17 16 2179 123 0 M17 6 0 6 A42 A41 1
18 18 5 17 16 2179 123 0 M18 6 0 6 A42 A41 1
19 19 5 17 16 2179 123 0 M19 6 0 6 A42 A41 1
20 20 5 17 16 2179 123 0 M20 6 0 6 A42 A41 1
21 21 5 17 16 2179 123 0 M21 6 0 6 A42 A41 1
22 22 5 17 16 2179 123 0 M22 6 0 6 A42 A41 1
23 23 5 17 16 2179 123 0 M23 6 0 6 A42 A41 1
24 24 5 17 16 2179 123 0 M24 6 0 6 A42 A41 1
25 25 5 17 16 2179 123 0 M25 6 0 6 A42 A41 1
26 26 5 17 16 2179 123 0 M26 6 0 6 A42 A41 1
27 27 5 17 16 2179 123 0 M27 6 0 6 A43 A41 1
28 28 5 17 16 2179 123 0 M28 6 0 6 A43 A41 1
29 29 5 17 16 2179 123 0 M29 6 0 6 A43 A41 1
30 30 5 17 16 2179 123 0 M30 6 0 6 A44 A42 1
31 31 5 17 16 2179 123 0 M31 6 0 6 A44 A42 1
32 32 5 17 16 2179 123 0 M32 6 0 6 A44 A42 1
33 33 5 17 16 2179 123 0 M33 6 0 6 A44 A41 1
34 34 5 17 16 2179 123 0 M34 6 0 6 A44 A41 1
35 35 5 17 16 2179 123 0 M35 6 0 6 A44 A42 1
36 36 5 17 16 2179 123 0 M36 6 0 6 A44 A42 1
37 37 5 17 16 2179 123 0 M37 6 0 6 A44 A41 1
38 38 5 17 16 2179 123 0 M38 6 0 6 A44 A42 1
39 39 5 17 16 2179 123 0 M39 6 0 6 A41 A43 2
40 40 5 17 16 2179 123 0 M40 6 0 6 A41 A44 2
41 41 5 17 16 2179 123 0 M41 6 0 6 A41 A44 2
42 42 5 17 16 2179 123 0 M42 6 0 6 A41 A43 2
43 43 5 17 16 2179 123 0 M43 6 0 6 A41 A42 2
