P1273 0.00
P1504 0.00
P1735 0.00
P2074 0.00
P2397 0.00
P243 0.00
P2652 0.00
P4068 0.00
P456 0.00
P761 0.00
P998 0.00
P1019 1.00
P1273 1.00
P1292 1.00
P1504 1.00
P1527 1.00
P1766 1.00
P2091 1.00
P2397 1.00
P2410 1.00
P243 1.00
P247 1.00
P3 1.00
P3154 1.00
P362 1.00
P4068 1.00
P456 1.00
P461 1.00
P774 1.00
Y1272 1.00
Y1503 1.00
Y2396 1.00
Y242 1.00
Y244 1.00
Y248 1.00
Y253 1.00
Y261 1.00
Y270 1.00
Y284 1.00
Y289 1.00
Y297 1.00
Y305 1.00
Y311 1.00
Y319 1.00
Y332 1.00
Y349 1.00
Y355 1.00
Y357 1.00
Y363 1.00
Y370 1.00
Y380 1.00
Y396 1.00
Y399 1.00
Y410 1.00
Y417 1.00
Y422 1.00
Y439 1.00
Y442 1.00
Y449 1.00
P1030 10.00
P1306 10.00
P1527 10.00
P1540 10.00
P1766 10.00
P1770 10.00
P2098 10.00
P2410 10.00
P2419 10.00
P247 10.00
P3438 10.00
P3787 10.00
P461 10.00
P7 10.00
P774 10.00
P782 10.00
Y1526 10.00
Y1765 10.00
Y2409 10.00
Y284 10.00
Y285 10.00
Y370 10.00
Y371 10.00
Y457 10.00
Y462 10.00
Y466 10.00
Y485 10.00
Y499 10.00
Y526 10.00
Y530 10.00
Y543 10.00
Y562 10.00
Y569 10.00
Y576 10.00
Y594 10.00
Y622 10.00
Y627 10.00
Y630 10.00
Y634 10.00
Y636 10.00
Y654 10.00
Y663 10.00
Y684 10.00
Y686 10.00
Y710 10.00
Y716 10.00
Y720 10.00
Y740 10.00
Y742 10.00
Y748 10.00
Y760 10.00
Y773 10.00
Y996 10.00
Y997 10.00
P1930 100.00
P3111 100.00
P886 100.00
Y1014 100.00
Y1015 100.00
Y1026 100.00
Y1027 100.00
Y1146 100.00
Y1147 100.00
Y1163 100.00
Y1164 100.00
Y1195 100.00
Y1196 100.00
Y1234 100.00
Y1235 100.00
Y1267 100.00
Y1268 100.00
Y1750 100.00
Y1751 100.00
Y1844 100.00
Y1845 100.00
Y1867 100.00
Y1868 100.00
Y1929 100.00
Y2007 100.00
Y2008 100.00
Y2029 100.00
Y2030 100.00
Y2543 100.00
Y2544 100.00
Y257 100.00
Y258 100.00
Y2585 100.00
Y2586 100.00
Y265 100.00
Y266 100.00
Y274 100.00
Y275 100.00
Y293 100.00
Y294 100.00
Y301 100.00
Y302 100.00
Y3110 100.00
Y336 100.00
Y337 100.00
Y367 100.00
Y368 100.00
Y384 100.00
Y385 100.00
Y403 100.00
Y404 100.00
Y426 100.00
Y427 100.00
Y477 100.00
Y478 100.00
Y493 100.00
Y494 100.00
Y518 100.00
Y519 100.00
Y537 100.00
Y538 100.00
Y554 100.00
Y555 100.00
Y614 100.00
Y615 100.00
Y646 100.00
Y647 100.00
Y676 100.00
Y677 100.00
Y702 100.00
Y703 100.00
Y732 100.00
Y733 100.00
Y766 100.00
Y767 100.00
Y836 100.00
Y837 100.00
Y845 100.00
Y846 100.00
Y885 100.00
Y945 100.00
Y946 100.00
Y953 100.00
Y954 100.00
Y2079 102.00
Y2080 102.00
Y2084 102.00
Y2085 102.00
Y2092 102.00
Y2093 102.00
Y2178 102.00
Y2179 102.00
Y2234 102.00
Y2235 102.00
Y2240 102.00
Y2241 102.00
Y2243 102.00
Y2244 102.00
Y2295 102.00
Y2296 102.00
Y2326 102.00
Y2327 102.00
Y2340 102.00
Y2341 102.00
Y2389 102.00
Y2390 102.00
P1105 103.00
P1456 103.00
P2183 103.00
P2496 103.00
P2802 103.00
P34 103.00
P3597 103.00
Y1104 103.00
Y1278 103.00
Y1279 103.00
Y1284 103.00
Y1285 103.00
Y1299 103.00
Y1300 103.00
Y1345 103.00
Y1346 103.00
Y1378 103.00
Y1379 103.00
Y1391 103.00
Y1392 103.00
Y1395 103.00
Y1396 103.00
Y1437 103.00
Y1438 103.00
Y1455 103.00
Y1457 103.00
Y1458 103.00
Y1465 103.00
Y1466 103.00
Y1495 103.00
Y1496 103.00
Y2182 103.00
Y2495 103.00
Y2801 103.00
Y33 103.00
Y3596 103.00
Y1696 105.00
Y1697 105.00
Y1731 105.00
Y1732 105.00
Y222 105.00
Y223 105.00
P1774 107.00
Y1754 107.00
Y1755 107.00
Y1773 107.00
Y1792 107.00
Y1793 107.00
Y1818 107.00
Y1819 107.00
Y1848 107.00
Y1849 107.00
Y1871 107.00
Y1872 107.00
Y1915 107.00
Y1916 107.00
Y1933 107.00
Y1934 107.00
Y1979 107.00
Y1980 107.00
Y2011 107.00
Y2012 107.00
Y2033 107.00
Y2034 107.00
Y2405 107.00
Y2406 107.00
Y2415 107.00
Y2416 107.00
Y2552 107.00
Y2553 107.00
Y2627 107.00
Y2628 107.00
Y2646 107.00
Y2647 107.00
Y481 107.00
Y482 107.00
Y522 107.00
Y523 107.00
Y558 107.00
Y559 107.00
Y590 107.00
Y591 107.00
Y618 107.00
Y619 107.00
Y650 107.00
Y651 107.00
Y680 107.00
Y681 107.00
Y706 107.00
Y707 107.00
Y736 107.00
Y737 107.00
Y756 107.00
Y757 107.00
Y817 107.00
Y818 107.00
Y876 107.00
Y877 107.00
Y914 107.00
Y915 107.00
Y987 107.00
Y988 107.00
P3251 108.00
P645 108.00
P902 108.00
Y1758 108.00
Y1759 108.00
Y1796 108.00
Y1797 108.00
Y1822 108.00
Y1823 108.00
Y1852 108.00
Y1853 108.00
Y1875 108.00
Y1876 108.00
Y1937 108.00
Y1938 108.00
Y2015 108.00
Y2016 108.00
Y2037 108.00
Y2038 108.00
Y2540 108.00
Y2541 108.00
Y2582 108.00
Y2583 108.00
Y3250 108.00
Y475 108.00
Y476 108.00
Y516 108.00
Y517 108.00
Y552 108.00
Y553 108.00
Y612 108.00
Y613 108.00
Y644 108.00
Y674 108.00
Y675 108.00
Y700 108.00
Y701 108.00
Y730 108.00
Y731 108.00
Y792 108.00
Y793 108.00
Y811 108.00
Y812 108.00
Y829 108.00
Y830 108.00
Y871 108.00
Y872 108.00
Y901 108.00
Y925 108.00
Y926 108.00
Y939 108.00
Y940 108.00
Y963 108.00
Y964 108.00
P1173 109.00
P1413 109.00
P2252 109.00
P260 109.00
Y1003 109.00
Y1004 109.00
Y1012 109.00
Y1013 109.00
Y1024 109.00
Y1025 109.00
Y1035 109.00
Y1036 109.00
Y1144 109.00
Y1145 109.00
Y1154 109.00
Y1155 109.00
Y1161 109.00
Y1162 109.00
Y1172 109.00
Y1193 109.00
Y1194 109.00
Y1232 109.00
Y1233 109.00
Y1265 109.00
Y1266 109.00
Y1412 109.00
Y2106 109.00
Y2107 109.00
Y2132 109.00
Y2133 109.00
Y2163 109.00
Y2164 109.00
Y2185 109.00
Y2186 109.00
Y2209 109.00
Y2210 109.00
Y2251 109.00
Y2262 109.00
Y2263 109.00
Y2301 109.00
Y2302 109.00
Y2348 109.00
Y2349 109.00
Y2369 109.00
Y2370 109.00
Y2434 109.00
Y2435 109.00
Y2464 109.00
Y2465 109.00
Y2480 109.00
Y2481 109.00
Y2492 109.00
Y2493 109.00
Y259 109.00
Y2593 109.00
Y2594 109.00
Y2610 109.00
Y2611 109.00
Y347 109.00
Y348 109.00
Y394 109.00
Y395 109.00
Y437 109.00
Y438 109.00
Y608 109.00
Y609 109.00
Y867 109.00
Y868 109.00
P1030 11.00
P1167 11.00
P1306 11.00
P1637 11.00
P1946 11.00
P2098 11.00
P2556 11.00
P3438 11.00
P398 11.00
P685 11.00
P7 11.00
P892 11.00
Y1017 11.00
Y1018 11.00
Y1029 11.00
Y1166 11.00
Y1270 11.00
Y1271 11.00
Y1305 11.00
Y1636 11.00
Y1945 11.00
Y2097 11.00
Y249 11.00
Y250 11.00
Y254 11.00
Y255 11.00
Y2555 11.00
Y262 11.00
Y263 11.00
Y271 11.00
Y272 11.00
Y290 11.00
Y291 11.00
Y298 11.00
Y299 11.00
Y312 11.00
Y313 11.00
Y320 11.00
Y321 11.00
Y333 11.00
Y334 11.00
Y3437 11.00
Y350 11.00
Y351 11.00
Y358 11.00
Y359 11.00
Y364 11.00
Y365 11.00
Y381 11.00
Y382 11.00
Y397 11.00
Y400 11.00
Y401 11.00
Y411 11.00
Y412 11.00
Y418 11.00
Y419 11.00
Y423 11.00
Y424 11.00
Y450 11.00
Y451 11.00
Y6 11.00
Y684 11.00
Y716 11.00
Y717 11.00
Y891 11.00
P1089 110.00
P1124 110.00
P1895 110.00
P2103 110.00
P2470 110.00
P2519 110.00
P344 110.00
P605 110.00
P864 110.00
Y1045 110.00
Y1046 110.00
Y1088 110.00
Y1106 110.00
Y1107 110.00
Y1123 110.00
Y1220 110.00
Y1221 110.00
Y1894 110.00
Y2102 110.00
Y2125 110.00
Y2126 110.00
Y2156 110.00
Y2157 110.00
Y2172 110.00
Y2173 110.00
Y2201 110.00
Y2202 110.00
Y2228 110.00
Y2229 110.00
Y2257 110.00
Y2258 110.00
Y2279 110.00
Y2280 110.00
Y2289 110.00
Y2290 110.00
Y2319 110.00
Y2320 110.00
Y2334 110.00
Y2335 110.00
Y2362 110.00
Y2363 110.00
Y2383 110.00
Y2384 110.00
Y2440 110.00
Y2441 110.00
Y2469 110.00
Y2499 110.00
Y2500 110.00
Y2518 110.00
Y2599 110.00
Y2600 110.00
Y343 110.00
Y604 110.00
Y863 110.00
P1366 111.00
Y1311 111.00
Y1312 111.00
Y1314 111.00
Y1315 111.00
Y1327 111.00
Y1328 111.00
Y1340 111.00
Y1341 111.00
Y1351 111.00
Y1352 111.00
Y1365 111.00
Y1367 111.00
Y1368 111.00
Y1409 111.00
Y1410 111.00
Y1417 111.00
Y1418 111.00
Y1432 111.00
Y1433 111.00
Y1443 111.00
Y1444 111.00
Y1461 111.00
Y1462 111.00
Y1473 111.00
Y1474 111.00
Y1485 111.00
Y1486 111.00
Y2049 113.00
Y2050 113.00
Y2069 113.00
Y2070 113.00
Y976 113.00
Y977 113.00
P1069 114.00
P1335 114.00
P1568 114.00
P1902 114.00
P2137 114.00
P2459 114.00
P3028 114.00
P816 114.00
Y1068 114.00
Y1334 114.00
Y1522 114.00
Y1523 114.00
Y1536 114.00
Y1537 114.00
Y1567 114.00
Y1694 114.00
Y1695 114.00
Y1729 114.00
Y1730 114.00
Y1760 114.00
Y1761 114.00
Y1775 114.00
Y1776 114.00
Y1782 114.00
Y1783 114.00
Y1798 114.00
Y1799 114.00
Y1824 114.00
Y1825 114.00
Y1854 114.00
Y1855 114.00
Y1877 114.00
Y1878 114.00
Y1899 114.00
Y1900 114.00
Y1901 114.00
Y1919 114.00
Y1920 114.00
Y1939 114.00
Y1940 114.00
Y1947 114.00
Y1948 114.00
Y1953 114.00
Y1954 114.00
Y1983 114.00
Y1984 114.00
Y2017 114.00
Y2018 114.00
Y2039 114.00
Y2040 114.00
Y2136 114.00
Y2458 114.00
Y3027 114.00
Y815 114.00
Y912 114.00
Y913 114.00
Y985 114.00
Y986 114.00
P1131 115.00
P1374 115.00
P2065 115.00
P2213 115.00
P2529 115.00
Y1074 115.00
Y1075 115.00
Y1130 115.00
Y1373 115.00
Y2064 115.00
Y2142 115.00
Y2143 115.00
Y2212 115.00
Y2528 115.00
P1256 116.00
P1491 116.00
P1643 116.00
P1829 116.00
P2372 116.00
P2560 116.00
P2640 116.00
P4060 116.00
Y1078 116.00
Y1079 116.00
Y1136 116.00
Y1137 116.00
Y1255 116.00
Y1490 116.00
Y1642 116.00
Y1828 116.00
Y2146 116.00
Y2147 116.00
Y2218 116.00
Y2219 116.00
Y2371 116.00
Y2403 116.00
Y2404 116.00
Y2413 116.00
Y2414 116.00
Y2422 116.00
Y2423 116.00
Y2533 116.00
Y2534 116.00
Y2550 116.00
Y2551 116.00
Y2559 116.00
Y2576 116.00
Y2577 116.00
Y2625 116.00
Y2626 116.00
Y2639 116.00
Y2644 116.00
Y2645 116.00
Y4059 116.00
Y514 116.00
Y515 116.00
Y698 116.00
Y699 116.00
Y809 116.00
Y810 116.00
Y937 116.00
Y938 116.00
P1095 117.00
P1176 117.00
P1228 117.00
P1416 117.00
P1646 117.00
P198 117.00
P2045 117.00
P2169 117.00
P2256 117.00
P2332 117.00
P2430 117.00
P2563 117.00
P2621 117.00
P436 117.00
P727 117.00
P960 117.00
Y1055 117.00
Y1056 117.00
Y1082 117.00
Y1083 117.00
Y1094 117.00
Y1119 117.00
Y1120 117.00
Y1140 117.00
Y1141 117.00
Y1175 117.00
Y1187 117.00
Y1188 117.00
Y1207 117.00
Y1208 117.00
Y1227 117.00
Y1250 117.00
Y1251 117.00
Y1261 117.00
Y1262 117.00
Y1415 117.00
Y1645 117.00
Y197 117.00
Y2044 117.00
Y2115 117.00
Y2116 117.00
Y2152 117.00
Y2153 117.00
Y2168 117.00
Y2197 117.00
Y2198 117.00
Y2224 117.00
Y2225 117.00
Y2255 117.00
Y2275 117.00
Y2276 117.00
Y2309 117.00
Y2310 117.00
Y2331 117.00
Y2358 117.00
Y2359 117.00
Y2379 117.00
Y2380 117.00
Y2429 117.00
Y2444 117.00
Y2445 117.00
Y2473 117.00
Y2474 117.00
Y2487 117.00
Y2488 117.00
Y2503 117.00
Y2504 117.00
Y2521 117.00
Y2522 117.00
Y2562 117.00
Y2603 117.00
Y2604 117.00
Y2616 117.00
Y2617 117.00
Y2620 117.00
Y392 117.00
Y393 117.00
Y435 117.00
Y669 117.00
Y670 117.00
Y726 117.00
Y920 117.00
Y921 117.00
Y959 117.00
P1127 118.00
P1231 118.00
P1464 118.00
P1898 118.00
P201 118.00
P2339 118.00
P2526 118.00
P342 118.00
P432 118.00
P603 118.00
P862 118.00
Y1126 118.00
Y1230 118.00
Y1316 118.00
Y1317 118.00
Y1329 118.00
Y1330 118.00
Y1342 118.00
Y1343 118.00
Y1353 118.00
Y1354 118.00
Y1369 118.00
Y1370 118.00
Y1419 118.00
Y1420 118.00
Y1434 118.00
Y1435 118.00
Y1445 118.00
Y1446 118.00
Y1463 118.00
Y1475 118.00
Y1476 118.00
Y1487 118.00
Y1488 118.00
Y1897 118.00
Y200 118.00
Y2129 118.00
Y2130 118.00
Y2160 118.00
Y2161 118.00
Y2176 118.00
Y2177 118.00
Y2205 118.00
Y2206 118.00
Y2232 118.00
Y2233 118.00
Y2283 118.00
Y2284 118.00
Y2293 118.00
Y2294 118.00
Y2323 118.00
Y2324 118.00
Y2338 118.00
Y2366 118.00
Y2367 118.00
Y2387 118.00
Y2388 118.00
Y2448 118.00
Y2449 118.00
Y2477 118.00
Y2478 118.00
Y2507 118.00
Y2508 118.00
Y2525 118.00
Y2607 118.00
Y2608 118.00
Y341 118.00
Y431 118.00
Y602 118.00
Y861 118.00
Y1560 119.00
Y1561 119.00
Y1598 119.00
Y1599 119.00
P1149 12.00
P1197 12.00
P1442 12.00
P1621 12.00
P165 12.00
P1669 12.00
P167 12.00
P169 12.00
P1912 12.00
P1976 12.00
P2299 12.00
P2538 12.00
P2580 12.00
P398 12.00
P685 12.00
P882 12.00
P928 12.00
Y101 12.00
Y103 12.00
Y11 12.00
Y1148 12.00
Y115 12.00
Y116 12.00
Y122 12.00
Y124 12.00
Y13 12.00
Y1304 12.00
Y1305 12.00
Y137 12.00
Y138 12.00
Y14 12.00
Y150 12.00
Y152 12.00
Y1620 12.00
Y17 12.00
Y19 12.00
Y1911 12.00
Y207 12.00
Y208 12.00
Y2096 12.00
Y2097 12.00
Y213 12.00
Y215 12.00
Y217 12.00
Y218 12.00
Y227 12.00
Y229 12.00
Y231 12.00
Y232 12.00
Y237 12.00
Y239 12.00
Y2537 12.00
Y3432 12.00
Y3437 12.00
Y3439 12.00
Y419 12.00
Y420 12.00
Y5 12.00
Y51 12.00
Y52 12.00
Y59 12.00
Y6 12.00
Y61 12.00
Y717 12.00
Y718 12.00
Y881 12.00
Y89 12.00
Y9 12.00
Y90 12.00
P145 121.00
P1956 121.00
P2060 121.00
P376 121.00
P3960 121.00
P659 121.00
P908 121.00
P982 121.00
Y144 121.00
Y1955 121.00
Y2059 121.00
Y375 121.00
Y3959 121.00
Y658 121.00
Y907 121.00
Y981 121.00
P1073 122.00
P1183 122.00
P1338 122.00
P1426 122.00
P148 122.00
P1571 122.00
P1651 122.00
P1905 122.00
P1959 122.00
P2141 122.00
P2269 122.00
P2462 122.00
P2568 122.00
P3031 122.00
P379 122.00
P662 122.00
P911 122.00
Y1072 122.00
Y1182 122.00
Y1337 122.00
Y1425 122.00
Y147 122.00
Y1570 122.00
Y1650 122.00
Y1809 122.00
Y1810 122.00
Y1887 122.00
Y1888 122.00
Y1904 122.00
Y1958 122.00
Y1969 122.00
Y1970 122.00
Y1995 122.00
Y1996 122.00
Y2140 122.00
Y2268 122.00
Y2461 122.00
Y2567 122.00
Y3030 122.00
Y378 122.00
Y661 122.00
Y910 122.00
P1135 123.00
P1377 123.00
P1611 123.00
P1719 123.00
P2068 123.00
P2217 123.00
P2532 123.00
Y1134 123.00
Y1376 123.00
Y1520 123.00
Y1521 123.00
Y1534 123.00
Y1535 123.00
Y1565 123.00
Y1566 123.00
Y1610 123.00
Y1631 123.00
Y1632 123.00
Y1692 123.00
Y1693 123.00
Y1718 123.00
Y1727 123.00
Y1728 123.00
Y2067 123.00
Y2216 123.00
Y2531 123.00
P1260 124.00
P1494 124.00
P1582 124.00
P1722 124.00
P1832 124.00
P2376 124.00
P2643 124.00
P4063 124.00
Y1112 124.00
Y1113 124.00
Y1179 124.00
Y1180 124.00
Y1245 124.00
Y1246 124.00
Y1259 124.00
Y1493 124.00
Y1581 124.00
Y1721 124.00
Y1831 124.00
Y2188 124.00
Y2189 124.00
Y2265 124.00
Y2266 124.00
Y2351 124.00
Y2352 124.00
Y2375 124.00
Y2509 124.00
Y2510 124.00
Y2564 124.00
Y2565 124.00
Y2634 124.00
Y2635 124.00
Y2642 124.00
Y4062 124.00
P1585 125.00
P1965 125.00
P2048 125.00
P2575 125.00
P2624 125.00
P3431 125.00
Y1059 125.00
Y1060 125.00
Y1211 125.00
Y1212 125.00
Y1318 125.00
Y1319 125.00
Y1355 125.00
Y1356 125.00
Y1421 125.00
Y1422 125.00
Y1447 125.00
Y1448 125.00
Y1477 125.00
Y1478 125.00
Y1584 125.00
Y1964 125.00
Y2047 125.00
Y2119 125.00
Y2120 125.00
Y2313 125.00
Y2314 125.00
Y2574 125.00
Y2623 125.00
Y3430 125.00
Y1558 126.00
Y1559 126.00
Y1576 126.00
Y1577 126.00
Y1596 126.00
Y1597 126.00
Y1605 126.00
Y1606 126.00
Y1675 126.00
Y1676 126.00
P1007 13.00
P129 13.00
P1442 13.00
P1517 13.00
P169 13.00
P1747 13.00
P189 13.00
P2083 13.00
P2299 13.00
P2402 13.00
P3100 13.00
P421 13.00
P719 13.00
P765 13.00
Y10 13.00
Y1006 13.00
Y102 13.00
Y103 13.00
Y11 13.00
Y110 13.00
Y111 13.00
Y123 13.00
Y124 13.00
Y128 13.00
Y1295 13.00
Y1296 13.00
Y1298 13.00
Y1303 13.00
Y1304 13.00
Y132 13.00
Y133 13.00
Y1387 13.00
Y1388 13.00
Y1390 13.00
Y1405 13.00
Y1406 13.00
Y1408 13.00
Y1441 13.00
Y1507 13.00
Y1508 13.00
Y151 13.00
Y1510 13.00
Y1516 13.00
Y152 13.00
Y160 13.00
Y161 13.00
Y168 13.00
Y170 13.00
Y171 13.00
Y1746 13.00
Y18 13.00
Y182 13.00
Y183 13.00
