1 1 1 A155 0 0 6
1 1 2 P2655 3 3 9
1 1 3 A145 1 1 7
2 1 1 A145 0 0 6
2 1 2 Y71 3 3 9
2 1 3 Y72 2 2 8
2 1 4 Y73 2 2 8
2 1 5 Y74 2 2 8
2 1 6 P75 2 2 8
2 1 7 A154 1 1 7
3 1 1 A155 0 0 6
3 1 2 P2655 3 3 9
3 1 3 A145 1 1 7
4 1 1 A145 0 0 6
4 1 2 Y132 3 3 9
4 1 3 Y133 2 2 8
4 1 4 Y134 2 2 8
4 1 5 P135 2 2 8
4 1 6 A163 1 1 7
5 1 1 A155 0 0 6
5 1 2 P2655 3 3 9
5 1 3 A145 1 1 7
6 1 1 A145 0 0 6
6 1 2 Y240 3 3 9
6 1 3 Y241 2 2 8
6 1 4 Y242 2 2 8
6 1 5 P243 2 2 8
6 1 6 A174 1 1 7
7 1 1 A155 0 0 6
7 1 2 P2655 3 3 9
7 1 3 A145 1 1 7
8 1 1 A145 0 0 6
8 1 2 Y1 3 3 9
8 1 3 Y2 2 2 8
8 1 4 P3 2 2 8
8 1 5 A146 1 1 7
9 1 1 A155 0 0 6
9 1 2 P2655 3 3 9
9 1 3 A145 1 1 7
10 1 1 A145 0 0 6
10 1 2 Y8 3 3 9
10 1 3 Y9 1 1 7
10 1 4 Y6 2 2 8
10 1 5 P7 2 2 8
10 1 6 A147 1 1 7
10 2 1 A145 0 0 6
10 2 2 Y4 3 3 9
10 2 3 Y5 2 2 8
10 2 4 Y6 2 2 8
10 2 5 P7 2 2 8
10 2 6 A147 1 1 7
10 3 1 A145 0 0 6
10 3 2 Y10 3 3 9
10 3 3 Y11 2 2 8
10 3 4 Y6 2 2 8
10 3 5 P7 2 2 8
10 3 6 A147 1 1 7
11 1 1 A156 0 0 6
11 1 2 P2739 3 3 9
11 1 3 A150 1 1 7
12 1 1 A150 0 0 6
12 1 2 Y1443 3 3 9
12 1 3 Y1444 1 1 7
12 1 4 Y1445 2 2 8
12 1 5 Y1446 1 1 7
12 1 6 Y1447 2 2 8
12 1 7 Y1448 1 1 7
12 1 8 Y1449 2 2 8
12 1 9 P1450 2 2 8
12 1 10 A167 1 1 7
