1 1 5 17 16 2179 123 0 M1 6 0 6 A155 A145 1
2 2 5 17 16 2179 123 0 M1 6 0 6 A145 A154 7
3 3 5 17 16 2179 123 0 M3 6 0 6 A155 A145 1
4 4 5 17 16 2179 123 0 M3 6 0 6 A145 A163 7
5 5 5 17 16 2179 123 0 M5 6 0 6 A155 A145 1
6 6 5 17 16 2179 123 0 M5 6 0 6 A145 A174 7
7 7 5 17 16 2179 123 0 M7 6 0 6 A155 A145 1
8 8 5 17 16 2179 123 0 M7 6 0 6 A145 A146 7
9 9 5 17 16 2179 123 0 M9 6 0 6 A155 A145 1
10 10 5 17 16 2179 123 0 M9 6 0 6 A145 A147 7
11 11 5 17 16 2179 123 0 M11 6 0 6 A156 A150 1
12 12 5 17 16 2179 123 0 M11 6 0 6 A150 A167 7
13 13 5 17 16 2179 123 0 M13 6 0 6 A156 A150 1
14 14 5 17 16 2179 123 0 M13 6 0 6 A150 A151 7
15 15 5 17 16 2179 123 0 M15 6 0 6 A156 A150 1
16 16 5 17 16 2179 123 0 M15 6 0 6 A150 A158 7
17 17 5 17 16 2179 123 0 M17 6 0 6 A156 A153 1
18 18 5 17 16 2179 123 0 M17 6 0 6 A153 A166 8
19 19 5 17 16 2179 123 0 M19 6 0 6 A156 A153 1
20 20 5 17 16 2179 123 0 M19 6 0 6 A153 A161 8
21 21 5 17 16 2179 123 0 M21 6 0 6 A156 A153 1
22 22 5 17 16 2179 123 0 M21 6 0 6 A153 A157 8
23 23 5 17 16 2179 123 0 M23 6 0 6 A157 A151 1
24 24 5 17 16 2179 123 0 M23 6 0 6 A151 A147 7
25 25 5 17 16 2179 123 0 M25 6 0 6 A157 A151 1
26 26 5 17 16 2179 123 0 M25 6 0 6 A151 A148 7
27 27 5 17 16 2179 123 0 M27 6 0 6 A157 A151 1
28 28 5 17 16 2179 123 0 M27 6 0 6 A151 A153 7
29 29 5 17 16 2179 123 0 M29 6 0 6 A157 A151 1
30 30 5 17 16 2179 123 0 M29 6 0 6 A151 A165 7
31 31 5 17 16 2179 123 0 M31 6 0 6 A157 A151 1
32 32 5 17 16 2179 123 0 M31 6 0 6 A151 A165 7
33 33 5 17 16 2179 123 0 M33 6 0 6 A157 A151 1
34 34 5 17 16 2179 123 0 M33 6 0 6 A151 A174 7
35 35 5 17 16 2179 123 0 M35 6 0 6 A158 A149 1
36 36 5 17 16 2179 123 0 M35 6 0 6 A149 A172 7
37 37 5 17 16 2179 123 0 M37 6 0 6 A158 A153 1
38 38 5 17 16 2179 123 0 M37 6 0 6 A153 A165 7
39 39 5 17 16 2179 123 0 M39 6 0 6 A158 A153 1
40 40 5 17 16 2179 123 0 M39 6 0 6 A153 A174 7
41 41 5 17 16 2179 123 0 M41 6 0 6 A158 A153 1
42 42 5 17 16 2179 123 0 M41 6 0 6 A153 A165 7
43 43 5 17 16 2179 123 0 M43 6 0 6 A158 A149 1
44 44 5 17 16 2179 123 0 M43 6 0 6 A149 A146 7
45 45 5 17 16 2179 123 0 M45 6 0 6 A159 A152 1
46 46 5 17 16 2179 123 0 M46 6 0 6 A152 A164 7
47 47 5 17 16 2179 123 0 M47 6 0 6 A159 A152 1
48 48 5 17 16 2179 123 0 M47 6 0 6 A152 A161 7
49 49 5 17 16 2179 123 0 M49 6 0 6 A159 A152 1
50 50 5 17 16 2179 123 0 M49 6 0 6 A152 A158 7
51 51 5 17 16 2179 123 0 M51 6 0 6 A159 A152 1
52 52 5 17 16 2179 123 0 M51 6 0 6 A152 A155 7
53 53 5 17 16 2179 123 0 M53 6 0 6 A159 A152 1
54 54 5 17 16 2179 123 0 M53 6 0 6 A152 A145 7
55 55 5 17 16 2179 123 0 M55 6 0 6 A159 A152 1
56 56 5 17 16 2179 123 0 M55 6 0 6 A152 A149 7
57 57 5 17 16 2179 123 0 M57 6 0 6 A159 A152 1
58 58 5 17 16 2179 123 0 M57 6 0 6 A152 A157 7
59 59 5 17 16 2179 123 0 M59 6 0 6 A159 A152 1
60 60 5 17 16 2179 123 0 M60 6 0 6 A152 A159 7
61 61 5 17 16 2179 123 0 M61 6 0 6 A160 A145 1
62 62 5 17 16 2179 123 0 M61 6 0 6 A145 A152 7
63 63 5 17 16 2179 123 0 M63 6 0 6 A160 A145 1
64 64 5 17 16 2179 123 0 M63 6 0 6 A145 A173 7
65 65 5 17 16 2179 123 0 M65 6 0 6 A160 A145 1
66 66 5 17 16 2179 123 0 M65 6 0 6 A145 A173 7
67 67 5 17 16 2179 123 0 M67 6 0 6 A160 A145 1
68 68 5 17 16 2179 123 0 M67 6 0 6 A145 A155 7
69 69 5 17 16 2179 123 0 M69 6 0 6 A160 A145 1
70 70 5 17 16 2179 123 0 M69 6 0 6 A145 A173 7
71 71 5 17 16 2179 123 0 M71 6 0 6 A160 A145 1
72 72 5 17 16 2179 123 0 M71 6 0 6 A145 A171 7
73 73 5 17 16 2179 123 0 M73 6 0 6 A161 A148 1
74 74 5 17 16 2179 123 0 M73 6 0 6 A148 A155 8
75 75 5 17 16 2179 123 0 M75 6 0 6 A161 A145 1
76 76 5 17 16 2179 123 0 M76 6 0 6 A145 A161 9
77 77 5 17 16 2179 123 0 M77 6 0 6 A161 A145 1
78 78 5 17 16 2179 123 0 M77 6 0 6 A145 A164 9
79 79 5 17 16 2179 123 0 M79 6 0 6 A161 A148 1
80 80 5 17 16 2179 123 0 M79 6 0 6 A148 A162 8
81 81 5 17 16 2179 123 0 M81 6 0 6 A161 A148 1
82 82 5 17 16 2179 123 0 M81 6 0 6 A148 A173 8
83 83 5 17 16 2179 123 0 M83 6 0 6 A161 A148 1
84 84 5 17 16 2179 123 0 M83 6 0 6 A148 A155 8
85 85 5 17 16 2179 123 0 M85 6 0 6 A162 A146 1
86 86 5 17 16 2179 123 0 M86 6 0 6 A146 A162 7
87 87 5 17 16 2179 123 0 M87 6 0 6 A162 A146 1
88 88 5 17 16 2179 123 0 M87 6 0 6 A146 A160 7
89 89 5 17 16 2179 123 0 M89 6 0 6 A162 A146 1
90 90 5 17 16 2179 123 0 M89 6 0 6 A146 A158 7
91 91 5 17 16 2179 123 0 M91 6 0 6 A163 A154 1
92 92 5 17 16 2179 123 0 M91 6 0 6 A154 A164 7
93 93 5 17 16 2179 123 0 M93 6 0 6 A163 A149 1
94 94 5 17 16 2179 123 0 M93 6 0 6 A149 A159 7
95 95 5 17 16 2179 123 0 M95 6 0 6 A163 A154 1
96 96 5 17 16 2179 123 0 M95 6 0 6 A154 A146 7
97 97 5 17 16 2179 123 0 M97 6 0 6 A163 A148 1
98 98 5 17 16 2179 123 0 M97 6 0 6 A148 A150 8
99 99 5 17 16 2179 123 0 M99 6 0 6 A163 A149 1
100 100 5 17 16 2179 123 0 M99 6 0 6 A149 A171 7
